DATE,JPYUSD
2016-01-29,121.0500
2016-02-01,121.0600
2016-02-02,120.2700
2016-02-03,117.9200
2016-02-04,116.7500
2016-02-05,116.9900
2016-02-08,115.7000
2016-02-09,114.8000
2016-02-10,114.0300
2016-02-11,111.7200
2016-02-12,112.9600
2016-02-15,.
2016-02-16,113.9000
2016-02-17,114.1400
2016-02-18,113.6200
2016-02-19,112.4200
2016-02-22,113.1200
2016-02-23,112.1700
2016-02-24,111.3600
2016-02-25,112.7000
2016-02-26,113.7800
2016-02-29,112.9000
2016-03-01,113.9400
2016-03-02,113.8100
2016-03-03,113.5300
2016-03-04,113.9100
2016-03-07,113.6000
2016-03-08,112.5800
2016-03-09,113.0600
2016-03-10,113.1000
2016-03-11,113.6600
2016-03-14,113.5900
2016-03-15,112.8800
2016-03-16,113.6900
2016-03-17,111.3000
2016-03-18,111.3800
2016-03-21,111.6200
2016-03-22,111.8200
2016-03-23,112.6300
2016-03-24,112.6400
2016-03-25,113.0500
2016-03-28,113.2900
2016-03-29,113.3300
2016-03-30,112.6000
2016-03-31,112.4200
2016-04-01,112.0600
2016-04-04,111.1800
2016-04-05,110.2600
2016-04-06,109.6300
2016-04-07,107.9800
2016-04-08,108.3600
2016-04-11,107.9600
2016-04-12,108.5400
2016-04-13,109.2100
2016-04-14,109.2000
2016-04-15,108.7600
2016-04-18,108.8500
2016-04-19,109.1600
2016-04-20,109.5100
2016-04-21,109.4100
2016-04-22,111.5000
2016-04-25,111.0800
2016-04-26,111.2300
2016-04-27,111.2600
2016-04-28,108.5500
2016-04-29,106.9000
2016-05-02,106.4800
2016-05-03,106.3400
2016-05-04,107.1200
2016-05-05,107.3200
2016-05-06,106.6600
2016-05-09,108.3900
2016-05-10,109.2200
2016-05-11,108.4800
2016-05-12,108.7300
2016-05-13,109.1400
2016-05-16,108.8900
2016-05-17,109.0200
2016-05-18,109.6500
2016-05-19,109.8100
2016-05-20,110.5200
2016-05-23,109.4700
2016-05-24,110.0000
2016-05-25,110.2200
2016-05-26,109.7400
2016-05-27,109.8600
2016-05-30,.
2016-05-31,110.7500
2016-06-01,109.5500
2016-06-02,108.7500
2016-06-03,106.8800
2016-06-06,107.3300
2016-06-07,107.3000
2016-06-08,106.6800
2016-06-09,106.5400
2016-06-10,107.0600
2016-06-13,106.0700
2016-06-14,106.0200
2016-06-15,105.8700
2016-06-16,104.0500
2016-06-17,104.2000
2016-06-20,104.3200
2016-06-21,104.5600
2016-06-22,104.5600
2016-06-23,105.9000
2016-06-24,102.2600
2016-06-27,101.6600
2016-06-28,102.7100
2016-06-29,102.6800
2016-06-30,102.7700
2016-07-01,102.5500
2016-07-04,.
2016-07-05,101.5800
2016-07-06,101.1200
2016-07-07,100.7400
2016-07-08,100.6500
2016-07-11,102.6600
2016-07-12,104.7200
2016-07-13,104.1000
2016-07-14,105.4000
2016-07-15,105.6400
2016-07-18,106.0000
2016-07-19,106.1300
2016-07-20,106.6500
2016-07-21,105.9800
2016-07-22,106.2200
2016-07-25,106.0200
2016-07-26,104.8300
2016-07-27,105.6500
2016-07-28,104.8600
2016-07-29,102.3200
2016-08-01,102.2600
2016-08-02,100.8200
2016-08-03,101.3400
2016-08-04,101.0800
2016-08-05,101.7400
2016-08-08,102.5300
2016-08-09,101.9600
2016-08-10,101.2700
2016-08-11,101.4600
2016-08-12,101.0100
2016-08-15,101.0200
2016-08-16,100.2800
2016-08-17,100.2400
2016-08-18,100.0700
2016-08-19,100.2400
2016-08-22,100.2500
2016-08-23,100.2000
2016-08-24,100.5000
2016-08-25,100.5800
2016-08-26,101.2000
2016-08-29,102.1300
2016-08-30,102.9200
2016-08-31,103.3800
2016-09-01,103.2200
2016-09-02,104.1800
2016-09-05,.
2016-09-06,102.2800
2016-09-07,101.7200
2016-09-08,102.2800
2016-09-09,102.8600
2016-09-12,101.9600
2016-09-13,102.1400
2016-09-14,102.3300
2016-09-15,102.2400
2016-09-16,102.3600
2016-09-19,101.8200
2016-09-20,101.6600
2016-09-21,100.6200
2016-09-22,100.8000
2016-09-23,101.0400
2016-09-26,100.3400
2016-09-27,100.3600
2016-09-28,100.5700
2016-09-29,101.4800
2016-09-30,101.2100
2016-10-03,101.5400
2016-10-04,102.6600
2016-10-05,103.5300
2016-10-06,104.0200
2016-10-07,103.4200
2016-10-10,.
2016-10-11,103.3600
2016-10-12,104.4800
2016-10-13,103.6200
2016-10-14,104.1000
2016-10-17,103.9600
2016-10-18,103.8000
2016-10-19,103.3000
2016-10-20,103.9200
2016-10-21,103.9600
2016-10-24,104.2000
2016-10-25,104.2500
2016-10-26,104.4200
2016-10-27,105.1400
2016-10-28,105.4000
2016-10-31,105.0700
2016-11-01,104.5900
2016-11-02,103.2200
2016-11-03,103.1700
2016-11-04,103.0200
2016-11-07,104.6000
2016-11-08,104.9800
2016-11-09,104.8400
2016-11-10,106.5600
2016-11-11,.
2016-11-14,108.3000
2016-11-15,108.9400
2016-11-16,109.1600
2016-11-17,109.6400
2016-11-18,110.5100
2016-11-21,111.1200
2016-11-22,110.9800
2016-11-23,112.5800
2016-11-24,.
2016-11-25,113.1700
2016-11-28,112.3600
2016-11-29,112.7800
2016-11-30,114.3400
2016-12-01,114.3400
2016-12-02,113.7600
2016-12-05,114.1000
2016-12-06,113.9800
2016-12-07,113.5000
2016-12-08,114.1600
2016-12-09,115.1700
2016-12-12,115.3400
2016-12-13,115.2600
2016-12-14,115.0600
2016-12-15,118.3200
2016-12-16,117.7400
2016-12-19,116.6000
2016-12-20,117.8600
2016-12-21,117.7900
2016-12-22,117.4800
2016-12-23,117.2200
2016-12-26,.
2016-12-27,117.5200
2016-12-28,117.6600
2016-12-29,116.3200
2016-12-30,116.7800
2017-01-02,.
2017-01-03,117.6800
2017-01-04,117.3800
2017-01-05,115.4600
2017-01-06,116.8500
2017-01-09,116.0700
2017-01-10,115.7400
2017-01-11,116.2600
2017-01-12,113.8700
2017-01-13,115.0300
2017-01-16,.
2017-01-17,112.9600
2017-01-18,113.4000
2017-01-19,115.3000
2017-01-20,.
2017-01-23,112.9000
2017-01-24,113.6300
2017-01-25,113.6000
2017-01-26,114.7000
2017-01-27,115.1600
2017-01-30,113.8600
2017-01-31,112.7200
2017-02-01,113.2900
2017-02-02,112.4800
2017-02-03,112.4200
2017-02-06,112.3200
2017-02-07,112.1400
2017-02-08,111.7400
2017-02-09,113.2400
2017-02-10,113.2200
2017-02-13,113.7900
2017-02-14,114.3400
2017-02-15,114.1700
2017-02-16,113.3600
2017-02-17,112.8600
2017-02-20,.
2017-02-21,113.4800
2017-02-22,113.4600
2017-02-23,112.6800
2017-02-24,112.2600
2017-02-27,112.0100
2017-02-28,112.0600
2017-03-01,113.6600
2017-03-02,114.4500
2017-03-03,114.6000
2017-03-06,113.9200
2017-03-07,113.9900
2017-03-08,114.5800
2017-03-09,114.7100
2017-03-10,115.0200
2017-03-13,114.6100
2017-03-14,114.6300
2017-03-15,114.6600
2017-03-16,113.0200
2017-03-17,112.6700
2017-03-20,112.5900
2017-03-21,111.9000
2017-03-22,111.0600
2017-03-23,111.1200
2017-03-24,111.0300
2017-03-27,110.4800
2017-03-28,110.5600
2017-03-29,111.0500
2017-03-30,111.3600
2017-03-31,111.4100
2017-04-03,110.9600
2017-04-04,110.7400
2017-04-05,111.2000
2017-04-06,111.0200
2017-04-07,110.7600
2017-04-10,110.9500
2017-04-11,109.7400
2017-04-12,109.5400
2017-04-13,109.2300
2017-04-14,108.6300
2017-04-17,108.4600
2017-04-18,108.4000
2017-04-19,109.0600
2017-04-20,109.3400
2017-04-21,109.0800
2017-04-24,109.7400
2017-04-25,110.8800
2017-04-26,111.5200
2017-04-27,111.1300
2017-04-28,111.4400
2017-05-01,111.7800
2017-05-02,112.0600
2017-05-03,112.3400
2017-05-04,112.7000
2017-05-05,112.6300
2017-05-08,112.8400
2017-05-09,114.1900
2017-05-10,114.0200
2017-05-11,113.7700
2017-05-12,113.3000
2017-05-15,113.5400
2017-05-16,113.2400
2017-05-17,111.4600
2017-05-18,110.8200
2017-05-19,111.4700
2017-05-22,111.1500
2017-05-23,111.6400
2017-05-24,112.0200
2017-05-25,111.7000
2017-05-26,111.3000
2017-05-29,.
2017-05-30,110.6800
2017-05-31,110.7100
2017-06-01,111.2400
2017-06-02,110.4900
2017-06-05,110.4900
2017-06-06,109.3400
2017-06-07,109.5400
2017-06-08,110.1000
2017-06-09,110.6100
2017-06-12,109.7200
2017-06-13,110.1200
2017-06-14,109.1600
2017-06-15,110.6600
2017-06-16,110.8400
2017-06-19,111.3400
2017-06-20,111.4600
2017-06-21,111.5800
2017-06-22,111.3600
2017-06-23,111.2600
2017-06-26,111.4800
2017-06-27,112.4200
2017-06-28,112.1800
2017-06-29,112.3200
2017-06-30,112.4000
2017-07-03,113.3200
2017-07-04,.
2017-07-05,113.2000
2017-07-06,113.2800
2017-07-07,114.1000
2017-07-10,114.0800
2017-07-11,114.2000
2017-07-12,113.1900
2017-07-13,113.3900
2017-07-14,112.6600
2017-07-17,112.7600
2017-07-18,111.8900
2017-07-19,111.7700
2017-07-20,111.6800
2017-07-21,111.1800
2017-07-24,111.1000
2017-07-25,111.5700
2017-07-26,112.1000
2017-07-27,111.6200
2017-07-28,110.8700
2017-07-31,110.3800
2017-08-01,110.3300
2017-08-02,110.4300
2017-08-03,110.1200
2017-08-04,110.7600
2017-08-07,110.7600
2017-08-08,110.7400
2017-08-09,110.0400
2017-08-10,109.3700
2017-08-11,109.0600
2017-08-14,109.4800
2017-08-15,110.4200
2017-08-16,110.8000
2017-08-17,109.8800
2017-08-18,109.3200
2017-08-21,108.8900
2017-08-22,109.4000
2017-08-23,109.1400
2017-08-24,109.3400
2017-08-25,109.2400
2017-08-28,109.2200
2017-08-29,109.0200
2017-08-30,110.2000
2017-08-31,110.0600
2017-09-01,110.0900
2017-09-04,.
2017-09-05,108.9400
2017-09-06,108.7500
2017-09-07,108.2600
2017-09-08,107.7200
2017-09-11,109.0300
2017-09-12,110.0100
2017-09-13,110.5800
2017-09-14,110.6600
2017-09-15,110.8400
2017-09-18,111.4800
2017-09-19,111.4900
2017-09-20,111.5000
2017-09-21,112.3000
2017-09-22,112.0100
2017-09-25,111.6400
2017-09-26,112.1600
2017-09-27,112.7600
2017-09-28,112.6600
2017-09-29,112.6400
2017-10-02,112.6000
2017-10-03,112.8000
2017-10-04,112.8400
2017-10-05,112.7400
2017-10-06,112.6800
2017-10-09,.
2017-10-10,112.1500
2017-10-11,112.3500
2017-10-12,112.3800
2017-10-13,111.9400
2017-10-16,111.7200
2017-10-17,112.3200
2017-10-18,112.9400
2017-10-19,112.5400
2017-10-20,113.5000
2017-10-23,113.6600
2017-10-24,113.9200
2017-10-25,113.7000
2017-10-26,113.7200
2017-10-27,113.8200
2017-10-30,113.2600
2017-10-31,113.6300
2017-11-01,114.0400
2017-11-02,113.8400
2017-11-03,114.2500
2017-11-06,113.9000
2017-11-07,113.9000
2017-11-08,113.6200
2017-11-09,113.4000
2017-11-10,.
2017-11-13,113.6200
2017-11-14,113.5000
2017-11-15,113.1500
2017-11-16,112.8900
2017-11-17,111.9800
2017-11-20,112.4900
2017-11-21,112.4600
2017-11-22,111.6200
2017-11-23,.
2017-11-24,111.5400
2017-11-27,111.0000
2017-11-28,111.1300
2017-11-29,111.7500
2017-11-30,112.3000
2017-12-01,111.8800
2017-12-04,112.8000
2017-12-05,112.7600
2017-12-06,112.3200
2017-12-07,112.7000
2017-12-08,113.5500
2017-12-11,113.3400
2017-12-12,113.6200
2017-12-13,113.1900
2017-12-14,112.5600
2017-12-15,112.6800
2017-12-18,112.4000
2017-12-19,112.9800
2017-12-20,113.2900
2017-12-21,113.4200
2017-12-22,113.3000
2017-12-25,.
2017-12-26,113.2000
2017-12-27,113.2800
2017-12-28,112.8500
2017-12-29,112.6900
2018-01-01,.
2018-01-02,112.1800
2018-01-03,112.2800
2018-01-04,112.7800
2018-01-05,113.1800
2018-01-08,113.0800
2018-01-09,112.5700
2018-01-10,111.4800
2018-01-11,111.3500
2018-01-12,111.2300
2018-01-15,.
2018-01-16,110.7400
2018-01-17,110.8100
2018-01-18,110.8800
2018-01-19,110.5600
2018-01-22,111.1500
2018-01-23,110.4600
2018-01-24,109.1500
2018-01-25,108.7000
2018-01-26,108.3800
2018-01-29,109.1200
2018-01-30,108.9000
2018-01-31,109.3100
2018-02-01,109.5000
2018-02-02,110.4000
2018-02-05,110.0900
2018-02-06,109.1800
2018-02-07,109.5300
2018-02-08,109.0000
2018-02-09,108.4400
2018-02-12,108.7200
2018-02-13,107.5900
2018-02-14,107.0000
2018-02-15,106.3600
2018-02-16,106.1000
2018-02-19,.
2018-02-20,107.2300
2018-02-21,107.6400
2018-02-22,106.9600
2018-02-23,106.6400
2018-02-26,106.96
2018-02-27,107.47
2018-02-28,106.62
2018-03-01,106.91
2018-03-02,105.65
2018-03-05,105.97
2018-03-06,106.03
2018-03-07,105.94
2018-03-08,106.08
2018-03-09,106.74
2018-03-12,106.52
2018-03-13,106.64
2018-03-14,106.17
2018-03-15,106.07
2018-03-16,106.1
2018-03-19,105.83
2018-03-20,106.42
2018-03-21,106.3
2018-03-22,105.34
2018-03-23,104.83
2018-03-26,105.0
2018-03-27,105.72
2018-03-28,106.3
2018-03-29,106.27
2018-03-30,106.2
2018-04-02,105.99
2018-04-03,106.45
2018-04-04,106.56
2018-04-05,107.48
2018-04-06,107.03
2018-04-09,107.06
2018-04-10,107.3
2018-04-11,106.78
2018-04-12,107.3
2018-04-13,107.52
2018-04-16,107.26
2018-04-17,107.09
2018-04-18,107.26
2018-04-19,107.42
2018-04-20,107.6
2018-04-23,108.62
2018-04-24,109.03
2018-04-25,109.33
2018-04-26,109.3
2018-04-27,109.12
2018-04-30,109.28
2018-05-01,109.69
2018-05-02,109.89
2018-05-03,109.06
2018-05-04,109.16
2018-05-07,109.14
2018-05-08,109.16
2018-05-09,109.68
2018-05-10,109.53
2018-05-11,109.26
2018-05-14,109.52
2018-05-15,110.25
2018-05-16,110.22
2018-05-17,110.76
2018-05-18,110.71
2018-05-21,111.08
2018-05-22,110.94
2018-05-23,110.05
2018-05-24,109.3
2018-05-25,109.35
2018-05-28,.
2018-05-29,108.62
2018-05-30,109.04
2018-05-31,108.73
2018-06-01,109.49
2018-06-04,109.66
2018-06-05,109.63
2018-06-06,110.0
2018-06-07,109.92
2018-06-08,109.45
2018-06-11,109.94
2018-06-12,110.22
2018-06-13,110.41
2018-06-14,110.44
